特朗普声称：若再当选，不会对华打贸易战，但将继续征税
反正是美国人买单，让他们继续通胀，看他们的银行何时破产,5555333409,WAYmo
征收60%税比贸易战还历害,65932246746,快乐滨江大道
加税不是贸易战是啥?,3254975332641571,KLIN枫
我们可以对苹果、微软、英特尔，波音，农产品等征收百分百关税。,1895177115937403,影像湖南
也许川普说的是他可以对中国加税，但中国不能报复，所以就不会有贸易战，只有单方面的碾压，如果中国报复了，就变成贸易战了，老儿做梦了吧,4412097073,较真儿你就输了
有本事别进口中国商品，用不着加税。,311872898477790,旁观者瞎操心
特朗普对中国工业革命和改革开放造成了难以弥补的损失和破坏,5854002351,剑锋所指68518438
为了应对美国关税！中国产品涨价80%且不封顶！,2400968459435132,12345劳劳碌碌
特朗普开玩笑，贸易战不就是相互加征关税，难不成还相互打架？,4127981744164749,说行你就行
你也别进咱的东西，我也不进你家的货，两者不搭界又何妨,93763781446,手机用户93763781446
这不是贸易战，这是在脱钩，这是禁止贸易。,3091419516384315,幽默帆船Qh
老特只不过想讨价还价，请大家记住他是商人。,4406441794339751,正能量风铃di
特朗普如再次当选，中美贸易有山雨欲来之势！,85117098002,月球车
大概率，特朗普当选,4332527957576062,烧烤看
罗斯福名言:大棒在手，温言在口,3214574705453379,慕卡索
加征关税就属于贸易战的一种。,105812533036,多才风筝pa
要不要看看上一波加的税最后落在了谁身上？,558169095683851,好好讲不要杠
考验中国的时候到了,53119867331,半支烟K
国内又一波爱国主义思想出来了，,2896542338653619,觉醒的时代战斗吧
所以我们不能再靠着生产低端东西出口了，一定要产业升级。,74235503498,开心臭豆腐
特说要帮助中国收复台湾，但要中国买美债15万亿，,3280560933312647,灵敏水滴DQ
他征我们也征，别惯着他,1666481079727367,率真面条XH
那不卖你们了，不行吗,81495152895,生产队的donkey
你有你的千条计，我有我的老主义。相信中央政府，试目以待！,1006771715450212,魔法师辛集0D
见了风，就是雨,4086261764328456,用户5507776020960
中国应对的措施，就是同等反制,103673242120,爱吃巧克力131415
这个人再当选的话，对于世界各国都是恶梦。,54364036022,鹏城徐哥
征税是可以的，任何国家都有这个权力，你加税我也加税。,3030670758915575,妈的个波一
加税会降低中国输美商品的数量。加税对美国消费者是一种收割行为。,102641281466,督亢诗卿
正常的，美国征税，中国也可以啊！,91743797549,凤凰涅槃果福
我们也可以说，川普先生，给你一枪不是打你，是想更好地跟你交朋友，这就是他的逻辑,971602639717709,友胤有余
还没当选总统，此言为零。,106269924995,自得其乐gf
你都拿的大棒，还和睦相处？,54095478217,自由的春风E
稀土涨价就是了,55681940731,金沙江以西
这说得过去[小鼓掌][小鼓掌][小鼓掌],4120603801944488,厦门战国策
你征税不也是自己老百姓承担更多[灵光一闪],3879553252727742,淡定帆船aN
爱咋咋滴,50513767145,秋天的熊猫
川建国，你的话没人敢信啊！,3910296406855239,易点发现
当选了再说,1165132124395148,奋发海洋Ni
羊毛出在羊身上做好自己。美国人需要啥商品，就任由美国加税吧！,641705712563134,单纯原野Xh
我们征美国百分百税，反正买的都是大豆。,50046228593,一封邮件来了
这么点钱股市随便收割,3566407731388567,国运1898
"特朗普说的这些话，明摆着就是给自己选举拉票，有一种叫做“投石问路""的感觉。",95332857215,吾乃知乎者也
只有自身过硬，才不会任人宰割！[大金牙][大金牙][大金牙],9114048557,顶级书签7C3
对等原创；你要是开征我们即时开征体现出公平对等。,1859961913608036,一心一意帆船0w8
想和中国友好，就不要提高关税，而是要相互购买对方的产品[灵光一闪],3149453871285720,倔强不改
问问不进口美国的东西成不？,2255826918325699,爱生活的溪流Uo0
准备好应对措施吧,2339400560948952,用户3443073683499
不可能,443823297664219,幸福轮船
好玩[捂脸][捂脸],5732133498,降龙十八掌62000932
加起来[灵光一闪][灵光一闪][灵光一闪],18281503021,凡行囚徒
阳谋，看中国怎么应对。,73993594053,石镜清心2471
这是想扶持美国国内企业,3345694379,zhuimengren1982
美国总统说话都不准承。,104976123273,博学的豆花sHS
见了风，就是雨！,4292938343383789,亚平宁一抹蓝
中国商品能赚这么多钱吗？,1781642850218862,劲松聊法
看来老特又要收购腾讯字节跳动了之前没有成功,2941945190025804,幽默小鱼6o
神经错乱,3114248362264408,剑君解读室
这就难了,1579361666077214,飞叶
仇中，中硬起,3573892496238128,顽强小红花Ffp
说自己是商人，却不懂进货价加毛利才是零售价。假如美国批发商拿到加了关税的商品，还不是加价给消费者？对于生产商家有啥损失？[灵光一闪],5501025638,leon0706
特朗普的选民很多是中西部铁锈区的白人原住民,50578528564,SOLOMON1
意思是说只要钱，那些芯片高科技可以不限制了？,5768207720,微笑似年华63897441
他们说什么我都打问号？,94622484917,热心清风grS
这几年关税站，双方都有损失。,211539848606301,单纯明月g8
上次川普为何输给拜登？,826445329866616,无椟之珠
老特再次当选的可能性只有百分之四十。,4486422637576423,爱思考阿克苏2x5
建国同志是好同志[赞][赞][赞],2955934950490493,多才多艺糯米kT
玩弄词语,4217363365371043,来冰王
其实他就是在做脱钩，逼迫产业链转移！其实已经收到成效了，看看珠三角外贸产业并不好,4589282025,海绵宝宝来打卡
当地时间2月4日，特朗普接受美国福克斯新闻采访，扬言若赢得大选，将对所有中国商品征收至少60%的关税。,6916688643,66孤舟簑笠翁99
没啥区别,94765068090,用户11432427055
没事我们降价[可怜][可怜][可怜],5786431151,落马湖虾球鱼饼
只要不打屁股什么都好说[捂脸],84693372211,随性自由的风铃Lz
把中国的货物先出口到越南，然后再卖给美国,2454547594750007,牧羊人Tl
唉，,2617291171191998,用户1304205232586
狡猾狡猾滴,1640927788276108,柔任游姨
脱勾,5984963238,武水拖兰
其实我们应该感谢这个老头。他让我们清醒的认识自己，必须发展自己，提高自己的竞争力，发展自己的科技实力。[比心],5806672826,牛奶十红茶
特朗普商人出身，以经商方式治国。特朗普如当选肯定会加税，不光对中国，还会对几乎所有进口国，因为他太看重眼前利益了。,3254208217225115,憨憨子已被注册
让他们继续作死,5447125176,相约在火热的青春里
不管谁当选对我们都不会好 我们必须有对策才是硬道理,3966638221435260,无畏敬畏
互相伤害来吧！最后买单还是消费者。,558193660671886,直爽面条tM
特郎普的话如果能信他就不是不靠谱了。,106631608182,大鸟飞天168
世贸组织已经名存实亡，随随便便以国家安全名义加税已经脱离世贸组织的初始作用,101516325484,辰风521
加征关税不是贸易战，自相矛盾。中国已经领略了特朗普首任总统的贸易战，这次如果再打贸易战，那就来吧！,98755896632,快乐的鱼1925
加把，不买你东西了[耶],4065369106,用户4065369106
不是不打，是打不赢[呲牙],104689515249,活捉一只绿色小跳蛙
提高关税不就是打贸易战么？,54568351702,幸运叶子KO
我们一定要加强科技研发能力，不能纵容忍让惯着，不能受制于人[赞][赞][赞],3962284419061740,爱生活的电气工程师
中国的商品出口美国还平宜在中国的价钱[捂脸]不解[捂脸][捂脸][捂脸][捂脸],106796666206,清闲的饼干EPQ
第三方出口,5964368352,调理养生1413
他还能上台吗[捂脸][捂脸],364658672013563,2米七
老特只不过想讨价还价，请大家记住他是商人。[呲牙][呲牙][呲牙],2893510768082829,123456胖胖老头
西方这些政客竞选，不拿中国说事都不行，其实也说明中国的重要性,4597445520,海德三道
不打贸易战，但打算征60%以上的关税，脑回路清奇[赞],20034521334,hyds666
收税吧，收就涨价，看谁买单！,3132342901,蒲根蒲草
主要是以前对美贸易多进口美贸易少赢赤又差别如果持平美有所赢呢就不会有这个只顾赚不赔的总统了。,96726982822,幽默葡萄IY
就喜欢看川宝毫无逻辑一本正经的胡说八道[泪奔][泪奔][泪奔],72038937216,0沉默是金么0
一天天的今天这样说明天那样说，中国人民永远不怕任何国家威胁,4212700779,梦幻饭团O4
特特又信口开河了[奸笑],1512534059264783,唐人浊酒
别理他！,3721180816346268,昌
对美就是要放弃幻想针锋相对寸步不让,58935312552,吴小
建国同志还是应该把主要精力放在推动德州独立的大事上。,5904301978,泰山武爷
特朗普是第二个安倍晋三，等着看吧,1706097473489967,高科技之光
美国就剩这两老头了吗,2084271888273839,广西廖先生
征多少税是你的事，卖多少咱说了算,2752776436453256,AA夏日风
记住中国有句古话！羊毛出在羊身上！,3883583394,惠山侠客A
呵呵呵，，,3565053490495945,卫卜迅
中国可以从货币开始，打极开始，消灭美元，宗只美元对还人民币，宗只美元在中国投资，宗只美元构买中国商品和物资。,97234743997933,细腻伊登3k7
坏人变老喽。,92588610919,钻石海岸329
为啥不诉之WTO?,106586744570,jackyshang
凡事预则立，不预则废！,105120689858,看层林尽染万山红遍
所谓的民主选举，才让政客们有了各种承诺。看疗效吧！,1037586120587773,简单暖阳aO
这种加征关税是否违反世贸协定？要是不违反加入WTO还有什么意义？,73683319733,用户1170047589440
民主人权很重要,6893279641,岁月静好QXY
其实这些他说了不算，是他背后的资本财团,52365246346332,周周爱吃糖3978
选上了在说吧！,1656314016050875,温柔暖阳6dv
先把转基因大豆抵制了再说,5870414770,酷的怕怕69491621
多加点智商税，谁离开老美照样活,4292661370,黑白师爷的祖宗
关税是把双刃剑，既伤对方也伤自己。,59940770072,正义凛然糯米7G4
中国出口美国的商品，都是低价出口，等于资助美国人，降低了他们的通胀，所以，有点等于资敌！建议对美出口能加价尽量加价，实在不能加价的，就加税，一律停止出口退税，帮助美国通胀！,4278898271,猎户座37299361
川建国是想完成最后一项任务再回国么？,53633461079,ClarkGu
川普可能会对所有国家都这样，只能美国优先，管他对手还是盟友,105892536508,kuailaizhixue
中国不能对他们征收80%的关税,2809986949326228,9631115
为什么美国一直拿中国说事？,93878431092,芦花飘过小湾岭
最终的目的就是脱钩！,3038373358,矿泉水2133
特朗普的话能让人相信？,88287752028,留白
离开中国物美价廉的商品，美国的日子更不好过，通货膨胀，物资短缺，美元霸权衰减等都会威胁到川建国的执政根基。到时候，这个商人出身的总统一定会权衡利弊同中国做交易。只要有利于自己 ，管它盟友不盟友，对手不对手。,57818340981,天蓝蓝花颤颤
那中国就老美进口中国的商品征收百分之百的关税！,53474244831,lsf39185274407
自相矛盾，胡说八道！中国根本就不相信美国会和中国和睦相处！不靠谱的人说不靠谱的事！,105278069831,高明金道
厉害的在后头呢！,6461223945,喝不醉的丁丁
那不行，川建国你得继续呀[捂脸],4591063210,lzspro
特朗普:对华加征超60%进口商品税，不是贸易战，是贸易接触。,23727933308,愤怒野虎
可以呀！中国可以对美国商品征收100%或双倍的关税，有来有往。,93860438596,苗苗8741744150156
穷凶极恶的懂王！,1314615466403899,长河穿行者
给整60了不就是贸易战吗,5787289609,奇迹王朝
别信他,989207078109668,小桥流水人家9882
“我将会对中国商品征收至少60%的关税”、“这不是贸易战，中美和睦相处、关系很棒”，典型的特氏风格[大笑],1204698499002568,清晨第一缕阳光
我们给所有美国商品加70%税吧，也不是贸易战,50689937946,风语冰川
羊毛出在羊身上，水涨船高一个道理，只要是经济不脱沟，涨税只会增加消费者负担。,5871694552,手机用户有话直说
共和党就选不出来一个脑子正常点的来？[大笑],109106065731,Legend7786
只要中国商品不降价，川建国同志可以任意加税2000%都可以。,55821671712,华仔148151707
随你便吧，兵来将挡，水来土掩,4067833206550622,热心北方人
如果特朗普当选，可以肯定他不会为台湾和中国发生战争。中国不怕和美国打经济贸易战。[大笑],55043127431,文理申
你们随意 我们做好自己的事情就好,98440086206,才高八斗百灵鸟R2o
特不靠谱,94970868078,三芾
特朗普，终结者,2709613080492446,消灭剥削阶级
鬼都不会信,5143222896,一直都是用现在的
有区别？,81332395854,奋起直追2022
继续打仗，但不战争,1990580754712608,简单光束frk
建议对高通，英伟达，英特尔征收60%税收,109496004520,睿智博学多才的我
贸易就是优势互补，爱咋咋地,59176138546,同领地
老美急需的东西他不加税就换我们自己加税一起玩[捂脸],58145677631,一缕Y阳光
不管他加多少税，最终还是美国老百姓买单，,1833611525623310,自由的明月C4
加税即加价！,109758239937,Haynxiaozen
这不是贸易战是什么？,71088075093,江南20年
水涨船高：让他使劲加：反正美国消费者买单,2799831562862408,用户6200087940142
特朗普不讲政治！只讲利益！,96498823752,麦克2900
我们中国，在这种情况下，心不急，不要慌，坚持自己的目标，不动摇，抓内鬼，搞科研，不浪费，只要国防强大，团结一心，啥都不怕。,448192039354375,诗意奶茶Es
自相矛盾！,66556324674,何妨当真
哦！关税不是贸易战？！这“口调”还真可以！！[捂脸][捂脸][捂脸][捂脸],55680174280,坦荡臻善仁
美国人的嘴，骗人的鬼。,91642605978,淡雅时光863
美国就是低老虎。,3355348026790775,博学百香果RLW
加不加关税也不影响我一个月挣2000大洋,2216261813026367,还会在来
我不懂贸易，他的意思是中国产品进入美国价格低了是吧？那就逐步提高，减少对美国出口可行不？不允许与美国的交易出口退税，出口美国要加税如何？我们要赚的是利润，不是美元。低利润的产品不允许卖给美国不好吗？,6688842890,冉1972
我信你个鬼，你这个糟老头子坏得很,6527736676,自在的乐呵乐呵得了
老子每样商品提高60%的价格！,47995154604491,几辛
贼喊捉贼[捂脸],751667257815739,积极的饭团tP
呃，我不想打你，只是想砍你一刀,58886984706,无名的无名人士
美国加征关税，中国加价出口。买单的是美国消费者[赞]对于美国进口中国货物，比如稀土或电子配件等，加价百分百[赞][赞],2827573546194084,月之泉
净想好事,94302822779,随性自由的橙子F3
不用美元用黄金结算中美贸易可以吗？,110226715356,冰岛上的精灵
针锋相对，你来我往。,3598042876096990,用户3517651349486
笑看川普谈，我自稳如山。,6976822532,h122445516
中国也一样对美国的商品征收60%以上的关税即可,88570246799,泓一道易
生意人，还是做生意那一套,6228616154,白露为双
信你个鬼，你这老头坏的很[捂脸],22239316843,abao365
鬼话吧,3078254701867981,奇妙帆船93A
加征税不是贸易战那该叫啥？,93595496902,大叔006666
建国同志要干什么,109864583891,Ehm
加入WTO已经16年了，当初的条款要兑现了。,104461115365,年少始祖张若尘
[机智][机智][机智][机智],79002399400,塔姆爱吃肉
放心吧！中国人民己经站起来了，世界是个大家庭，缺一个不少，全心全意地发展自己，使我们的国家更加繁荣昌盛，人民更加幸福安康,59918414021,直爽的华文
货币对美贬了15%，相当对美商品加税补贴了。,51488229382,幸福的风永远吹
取消制裁，只征税，应该比现状要好吧,2740654963,我是大局
保护美国国内市场呗，咱们也是这么干的，要不苹果比华为贵那么多,2493341684992365,番茄2493341684992365
看着川普胡作非为的样子我就放心了！[抠鼻],5722723828,中国的仁爱礁
羊毛出在羊身上，增多少税，我们就提多高价,3267369233809468,云白风清好
