证监会：会同公安部开展联合研判，发现多起涉嫌操纵市场恶意做空案件
停止转融通，彻底堵住漏洞！,6722142790,CHonZ工彐
什么叫恶意做空？什么叫善意做空？,2656893166163123,閑人碎语
都是些谁，直接爆出来,104932490523,想一个不重复的名字啊
坚决支持打击金融内鬼。,109929364616,霍金的粉丝
股民亏的钱，谁赔？,6683164141,柳絮飘飘104927894
抓！要用实际行动维护股市稳定。政策配套，行动跟上，要政令畅通、令行禁止，否则，丧失民心！,135966301096028,端庄优雅明月F8
27亿能砸盘？,51481360208,成熟艺术家Z5
什么是非法牟利？如果是合法的呢？,5373149061,前程忆梦
返还股民的钱,6763972679,WANGJIANG
要让顶风作案，违法操纵与恶意做空者“倾家荡产、牢底坐穿”!,77251482098,钤钤说
当务之急是限制期指，期权加杠杆做空。,74458941889,绰号文教授
交易有记录，真要查不难！,65930105163,关中的刚狼
让祸国殃民者牢底坐穿，让不作为者倾家荡产！,54662393520,可得OK
散户要求赔偿,6696487715,豁达凌渡
还要查查某些大V，在网络散播各种谣言，动摇股民信心,6509869149,源来易联
顶风作案，直接无期徒刑,4037861680623207,珠海侃股
谁在做空呢？,7023744426,經過19880516
非法谋利收益退给股民吗,97501466385,YYYYYY938
抓人吧，做空自己国家，以叛国罪重罚,61715855728,彪哥冲鸭
国家安全包括金融安全。,52052889040,太叔雄
关键是明天能不能涨回来,3474271236,o卟弃16474416
严查！严打！恢复良性股市环境！,3217412739,看那清泉石上流
大股东财务造假，非法减持，欺诈上市更为恶劣，应先抓他们,104717458840,情理道
早应当严查严打，还股市清正。,3328960810987563,大一1七
打击恶意融券卖空就行,5787711753,万物皆可盘66
哪个违法团伙呢,52465678621,阿张搞咩啊
亏的钱还能回来吗,3416922057351995,淡泊邹文学
公安介入 不怕死的做空来,3682369255,一生不羁爱free
出重拳，狠打击，维护股民的利益,110944101572,夏松1987
要真抓实捕,111219223701,与国同天
支持国家严厉打击违法做空股市,106134097008,快乐辽阳8C1
这必须严重不管是个人还是机构都不能轻饶。,76229771447,用户牧神潘恩
罚没资金能分给亏惨的股民吗？,5957070671,一個人的烟火
期待出效果,1908044135,祁女士
开始抓人了，终于开始有救了！,6582574177,榕电科技Ken
严惩，还一个健康安全的股市,110529538178,坦荡清新豆花c
做空违法吗？,97316845514,孤芳自赏吧886
该有些作为了,109417381044,绅士kalvan11
涉既然查出有人嫌操纵市场恶意做空，公检法对此就应该依法严惩。,52353073117,海涛560210
谁在做空？方便了公布一下,58367744089,檐下雀
抓人了没[流泪],5961418150,说天说天
公开，抓一批，重判一批。,9792575456,aobh
该行动了。[赞],6355075699,洋洋德懿
坚决严厉打击扰乱金融犯罪的行为！,672539310033694,老韩
只有非法牟利，没有非法亏损。,6146172878,梅若华老姐姐
坚决支持证监会的正义行动[赞],109138933776,江边渔父mlgbz
抓内奸[赞],5787934104,擦肩而过94666666
彻底取缔转融通，对股指期货助涨助跌的属性研究是否有存在的必要？,111057705131,我问A
不妨说的明白点,25739866687,鱼腥草吃鱼
抓！使劲抓！,62865177493,钻天猴XXXL
抓坏人啊,615315721425486,乐观的海浪啊
坐等处理结果！,5870243211,简单生活0101
快拳出击，严惩不贷[赞],2507321500768701,沐芳君
必须严厉打击极度投机和恶意做空股市的坏分子！还市场一个健康的自然环境！,102794613084,沧海游弋
重罚严查 绝不能手软,417411216446171,海侬
严查,72482053404,春光明媚59925
坚决重拳打击，严惩违法份子[赞][玫瑰],1680509536836272,淡泊来思
抓！要用实际行动维护股市稳定。政策配套，行动跟上，要政令畅通、令行禁止，否则，丧失民心！,2875977900768379,燕南飞lucky
这个必须赞，还需努力工作，加大力度，动真格放大招,91607527166,大唐筑梦
没收作案工具,2651662183302523,挽逐日射恶狼
好好抓一批,97978936936,自在星球P
抓人,1336615127752775,富足梦想Lf
看样子政府终于下定决心，要铁拳整顿金融行业了,109915183714,华夏第六天朝
一招解决元许老百姓做空,52245227053,不凡星空dHU
罪犯抓住了，股民的损失赔吗？,51816786507,朴实湖泊lC
早该查了,2850371018162375,云淡风轻
合法减持，也害人,505368556081412,用户9059317947557
近期吗？,58976105234,羊舌姬
什么罪名呢？,5548541449,青木溪谷
真的？,3596293223,脯浮门主
这个必须点赞👍,93083406166,短线记录者
查一查北斗星通,111125797052,江湖之在路上
真的吗,8984683815,智慧枫叶DvW
平民百姓，怎么玩得起股票！,6026690712,白云楼宁夏
严惩不贷！为证监点赞！[赞],1877579076468958,玄旋转
