回应霍启刚邀约，张康阳：国米中国行！安排！
张公子能回国吗？不欠钱了吗？,4222598880172286,自在的平头哥
霍启刚的老爹是霍英东，超级爱国的，捐款好几个亿,99735219305,LLLHW
狼队此时应该也助攻一下[捂脸],5479834785,牛奶糖爱奋斗
不要乱花纳税人的钱,86708737970,与君共剪西窗烛239
霍启刚是我们香港地区体育协会及奥运会的副会长，人家身兼数职，而且是香港霍家的门面担当，国米中国行应该妥了。,3786347843957211,郑州老马888
为啥是霍启刚呢？不是去天津任职从政了，霍启山是香港足球总会主席，足球方面正常应该是霍启山抛头露面！,18062578289800,进取云朵Hm
挣钱的活不赶紧接等啥[呲牙],3356148872514184,songxl
国米[机智][机智][机智][机智]。。。中国自己家的产业,6793902040,雨天下海去抓鲨
老板敞亮人[赞],1094756716520987,生活随机者
我觉得霍家买下国米也可以[捂脸],6998955152,baironaldo
🎊一起迎接春节,2946323793844623,教育包打听
我想跟霍总说一声最好邀请英超球队，意甲球队现在跟英超球队没法比[黑线],1535361522607565,切尔西斗士
一个政治人物经常活跃在公众面前，那肯定不是个干实事的人,1149971957,受伤的小蟑螂
马丁内斯,3378143493364408,大七哥5
🐲一起迎接龙年,110867939612,用户4211761238325
美国人看乒乓球吗？,70192495890,戈壁滩的草儿
中国足球冲出亚洲遥遥无期，只能期待中国香港足球了！,86625093353,五爪金龙hkuL
干脆霍家接替张家吧,906427497190212,别打我我服了还不行嘛
一个有钱，一个缺钱，共鸣了,3075694476,hui5545519
来中国捞钱到意大利花。有良心的话先把国内欠的钱还了吧,105166444692893,真探老门
🎊一起迎接春节,6498083955,完美明月2rg
我觉得国米还是别来，因为有阿根廷球员，亏上届世界杯还支持他们，现在看清楚了，改支持C罗好过,3544421936146445,打倒美帝北约
梅西为什么会这样，人家来遛你玩呢,3736859678,醉酒的秋天
疯狂比心,2598861670982291,佩西rvp
🐲一起迎接龙年,92777609413,打小儿不着调
太到位了,111067478427,完美远山CT
欠的钱可以晚点还[呲牙],3691798753,原来似只虎
被打脸了又要赶紧找回点面子,2705246135531931,聪慧小小的一片云
感谢分享,6333558753,勿忘我有你
建行乐开花。[赞][赞],57243104736,24号的后仰跳投
🎊一起迎接春节,96759813636,足智多谋精灵HH
还钱,108005249132,正一照西城
只能塔罗来了,2845162633176963,哈利路亚哈莉
国足说我们去香港踢欢迎吗[呲牙],86004598682,双枪快腿小白龙
🐲一起迎接龙年,2867142734387144,用户1778975421842
精辟,1592554711691828,Bingoo
张康阳会随队吗[捂脸][捂脸][捂脸],5420192307,低腰三角裤
[笑][笑][笑],4345792469,用户2869150857309
不敢来大陆吧,4227231973,斯洛文尼亚首都
🎊一起迎接春节,6109937109,蠹轩琐记
🎊一起迎接春节,104213146616,用户6285295100511
🐲一起迎接龙年,4428471021871736,顶级柑桔IUo
🎊一起迎接春节,17947428360,沉着山丘C
🐲一起迎接龙年,88284496039,一飞冲天2001
🎊一起迎接春节,1512538331688743,正直溪流TA
為啥不邀请国足来搞一場,84789931827,LEOAO
不管咋样，夺冠后便解散这种骚操作，让我对他没任何好印象。[酷拽],3986148684,三木JOJO
霍启刚不要在国米又栽跟头，不要把香港人的脸丢尽！,104123008977,春晖2802
为什么对洋人怎么崇拜，中国有那么多为国家作出贡献的科学家，军人我们不应该追求，追捧吗,6479076784,简单沙滩Qg
不欢迎,111024017819,SR831
永远不要信他们,102362411619,机智的画板kK
又来割韭菜,109926332370,爽朗的雲霄龍
别乱花中国纳税人的钱了！,193972110896696,用户2195763824193
来割韭菜了,55092433548,149958418
都是来挣钱的，有什么意义,53124987148,乘风破浪的星球f6
打肿脸充胖子，面子一定要拿回来[灵光一闪],105096174824,radiohead
两个戏精,3514487324020392,大气海风WB
