幽水寒星,,,5821898754,MS4wLjABAAAAZl_x_Jn9OGN7l0IAZaZZw8AN7sRPdpe3Rajvp_K4Jgo,60,13,40,1,0,0,10,49,0.21666666666666667,0.6666666666666666,1,0.016666666666666666,0,4387,21,76
,,,448193968742404,MS4wLjABAAAAyw6McCo3cfNP4JhgipGFTbtqKNLpj-KN5LrIMPav098,0,0,0,0,0,0,0,0,,,0,,0,29000,44,335
火云他说,,,3919089584570376,MS4wLjABAAAA-6cE17n2nAtONWSRYnpDQ8eIefncLWWcJjBUYHwiUQfiSJFc5KUQwZ-gURTdsQet,6,6,0,0,1,3,2,0,1.0,0.0,0,0.0,0,26,3,27
盛世缺氧,AI时代来临人类开始缺氧接着被融合,,96214712330,MS4wLjABAAAADatmceGgKslw2sldrJesd4JzVuxR2-7fsUgRPB9KibU,79,79,43,0,0,0,79,0,1.0,0.5443037974683544,15,0.189873417721519,0,56000,245,244
,,,108118515722,MS4wLjABAAAApcz4IX6RcO3GN_CNpXn7GsxGjPKCaaX07rDeBgPIYj8,0,0,0,0,0,0,0,0,,,0,,0,9385,19,37
qq富贵鸟,,,3061997579,MS4wLjABAAAAd0rfTqH9c5yZ4RZILdHoggBlVQNs-hvDsberv1Iy7ng,22,22,2,0,0,21,1,0,1.0,0.09090909090909091,1,0.045454545454545456,0,1713,13,14
,,,53341085709,MS4wLjABAAAALDNhjXzYJG7RpB3GlmVgwLVJrmX0LU9_dJkC5xzwypM,23,0,23,0,0,0,0,23,0.0,1.0,0,0.0,0,30000,166,92
花开半夏的时候,,,5385314317,MS4wLjABAAAA8A3vbIZ0qR49dLnhq6J1shqeDMV_1lHpVtTHb5mculA,99,91,2,0,0,82,9,8,0.9191919191919192,0.020202020202020204,0,0.0,0,9001,30,425
大山245175157,,,75716272156,MS4wLjABAAAAgxgcefzqJbjpsIzaMcYSbPfnF5dO0GDxDOScOKXGhhI,70,64,1,0,0,63,1,6,0.9142857142857143,0.014285714285714285,0,0.0,0,1482,6,44
Veritas421,这个人很懒，什么都没留下。,,92815786012,MS4wLjABAAAABYpN3qTQ-3q5TsW81TVPCxpn4xv3seQ5q0utk3gapuE,33,32,32,3,0,0,29,1,0.9696969696969697,0.9696969696969697,16,0.48484848484848486,0,15000,94,42
,,,111261270046,MS4wLjABAAAAVApKT_JhqFDUH14dAtSQckY0m52r7BKjf2QmtIAyjtU,0,0,0,0,0,0,0,0,,,0,,0,3371,72,32
温柔的香风鲸鱼,漫漫人生路，茫茫人海中,,257715358408736,MS4wLjABAAAAl0gjW8RfGMNTNtAFL82tzy-vQdBxpBXfubSm99AMVKk,324,324,39,0,0,0,324,0,1.0,0.12037037037037036,14,0.043209876543209874,0,5908,18,65
,,,67442868257,MS4wLjABAAAA5c6yhl5bAeOJjGYd9dkfxmBs7AikzhpmhvHN7BlpotU,0,0,0,0,0,0,0,0,,,0,,0,835,4,0
因善而正,,,95081799713,MS4wLjABAAAA8LqjAiZGiQelh6md0O8uF9DdAZaOM9B2BmQcaaULuWI,64,63,20,1,1,1,60,1,0.984375,0.3125,9,0.140625,0,6190,70,111
,,,52179230755,MS4wLjABAAAArlUfVHddBJzwp1PCWvzovqeuvz0Uvim1l8GwqYIBac8,0,0,0,0,0,0,0,0,,,0,,0,2331,5,37
高原大地,,,5262909480,MS4wLjABAAAAaO_AsYOIMIkoyXC5lGBkF0eyb4uL8zzsa03hvf0y5VQ,776,776,62,2,0,0,774,0,1.0,0.07989690721649484,14,0.01804123711340206,0,10000,82,25
,,,100282925098,MS4wLjABAAAA4ixvAHl7FavPFBAL_UH45EIC4o-QYKawNk7FdOaoh_I,6,0,6,0,0,0,0,6,0.0,1.0,0,0.0,0,3398,21,194
红木阁我已尽力,,,6526033967,MS4wLjABAAAAbmFA2s4YG7OODhlMtr9Q1GiAV7egz4Bau88MoqGBh_M,13,7,6,0,1,1,5,6,0.5384615384615384,0.46153846153846156,0,0.0,0,3450,60,295
,,,5911298095,MS4wLjABAAAAa_XgXHDDPCkRwBckEcG_wSQiu43I0C6BJFwnwIzFP4s,0,0,0,0,0,0,0,0,,,0,,0,76,26,37
我是丫头奶爸,,,108334587957,MS4wLjABAAAAc16mgMm51BHlyBF4Ejb0aF-t1MewqNRWuMwOPr94AkE,4,4,1,0,0,0,4,0,1.0,0.25,1,0.25,0,1438,36,7
以抱制抱一抱还一抱,没有跨不过的人，只有跨不过的坎,耳鼻咽喉头颈外科住院医师,56033894454,MS4wLjABAAAAPNyXnzSKpCEqreuyIbtm4PxCCzbVZhVs5-Ma089xi-c,61,21,42,1,0,0,14,46,0.3442622950819672,0.6885245901639344,4,0.06557377049180328,0,33000,108,339
Freelancer自由人,这个人很懒，什么都没留下。,,4682891320,MS4wLjABAAAA225VJBH50ENkBU0CWdeBJyi3QVKfS85AkhCIIEm6dBw,361,277,184,11,1,35,230,84,0.7673130193905817,0.5096952908587258,37,0.10249307479224377,0,70000,421,1004
,,,3844323365879868,MS4wLjABAAAAhv2CaVwvRSEpJ-yQLorT0JGCc--H6_OCl5UcbS9LoHsnQFRnBsH4kQZi1Q2mVT6a,0,0,0,0,0,0,0,0,,,0,,0,27000,19,24
强匪螳螂,,,85952585792,MS4wLjABAAAAGsSNYYyeJ0gsROK_i3w6Lds2rXmWZgByyEDKxjQgxgQ,261,8,67,0,0,2,4,255,0.03065134099616858,0.2567049808429119,0,0.0,0,38000,65,48
韭菜之自我修养,这个人很懒，什么都没留下。,,51140272198,MS4wLjABAAAAsG9OwU1zERhSo76Cfqv0BrPrSI46ULnq5qKjqhMxV-o,68,51,59,4,0,0,47,17,0.75,0.8676470588235294,23,0.3382352941176471,0,3819,219,151
梦幻葡萄lMO,,,741544817336391,MS4wLjABAAAAE0YBVqLBJ-LqQSQa7v2SItPXeo0Bq0hBiErQ4JvDoWs,1,1,0,0,0,0,1,0,1.0,0.0,0,0.0,0,752,1,96
8稍纵即逝8,,,93135732811,MS4wLjABAAAAWYfc0zH8tyv72AnGyHu552c_Vr7Zqai2JyfSRVZhe8g,19,19,15,0,0,0,19,0,1.0,0.7894736842105263,3,0.15789473684210525,0,59000,90,86
来的都是友人,,,2581242592108619,MS4wLjABAAAAtio46IHr4iNyEIwZHOk4naWURpgQq78WA1DYpEzsD86_ira1H4LnbTajuxGbhM37,487,147,293,0,0,0,147,340,0.30184804928131415,0.6016427104722792,30,0.061601642710472276,0,113000,5969,3835
,,,2787964473835597,MS4wLjABAAAARFLyVodLhPu9cVMJew2IrVDOryHCAPyG-o9OEVGxmkYBWe5UcOMDXD-zzc6TSYEH,0,0,0,0,0,0,0,0,,,0,,0,3,0,0
,,,2845178468237390,MS4wLjABAAAA9DTbx28YbVyq8bOy0gqVWeq_bbTrIukYlcNfcbWfSO6eWkIfpeHjGb22ivKJG4eA,0,0,0,0,0,0,0,0,,,0,,0,1,0,0
Affordance,刚柔并济中间走，心中有天下.,,3984225699110991,MS4wLjABAAAAndzwWHJ15CJuhKLFhN776XiiHwLbyrfmtz7r-CnGT8wsbCekjOgATsB826ipO0KJ,15,15,5,0,0,1,14,0,1.0,0.3333333333333333,0,0.0,0,6698,66,4821
,,,1798440753569867,MS4wLjABAAAAeaQTcV6y9Gz1DOqjU7mY2bQ6R6sFSvvpVUAx-1C6m-YJixeqMPp8nhBRFDyXdr8j,0,0,0,0,0,0,0,0,,,0,,0,684,8,24
缺心少肺轻松,这个人很懒，什么都没留下。,,4218036314,MS4wLjABAAAAuFBrG5P2lSB3NOneCbtEFWteA8CS8UBUE746dBWCH9I,72,36,44,4,0,8,23,37,0.5,0.6111111111111112,12,0.16666666666666666,0,12000,59,218
Alamomo,华为mate60pro全球形象代言人美国商务部部长 雷蒙多女士,,1398209263435872,MS4wLjABAAAAjpIrn9x8vo3tXuoT3II_Pq5cUY_Xg2k29u6TuaK_Vn31nIFP0DWnNy9q-IzuCLDI,39,33,33,0,0,0,33,6,0.8461538461538461,0.8461538461538461,11,0.28205128205128205,0,33000,101,246
大手拉小手547,这个人很懒，什么都没留下。,,91921055845,MS4wLjABAAAARj2GtsCMgyeKwg1Lfkxwg1agE9hw7icmI5XBg4YoNcQ,99,96,32,1,0,89,6,3,0.9696969696969697,0.32323232323232326,3,0.030303030303030304,0,81000,87,1689
,,,50922864741,MS4wLjABAAAAolEnArO3m4f_UP_rIgp24H1KoYMgGBjoW0nzlZv9zwA,150,0,78,0,0,0,0,150,0.0,0.52,0,0.0,0,29000,134,61
,,,4206051435,MS4wLjABAAAAHa2oAQrBk-WyRDtvSOEJTEdJv_IhT2am66XpI9EdCMY,0,0,0,0,0,0,0,0,,,0,,0,729,11,106
进取小羊Kr,,,23867547757,MS4wLjABAAAAG5HTiK45NzMF1nDm-esl5e_atdy9-IhX6VUtJOm-p8s,21,19,14,0,0,0,19,2,0.9047619047619048,0.6666666666666666,3,0.14285714285714285,0,7594,36,328
