104598530048,"[1250, 2, 44]"
108910769161,"[14000, 45, 2]"
68148539402,"[810, 11, 332]"
6134568459,"[49000, 140, 140]"
2031539557507614,"[24000, 32, 730]"
104574774818,"[4865, 99, 12]"
57360394801,"[22000, 66, 460]"
81818143289,"[1178, 4, 23]"
52186417724,"[27000, 83, 320]"
66667157054,"[42000, 156, 355]"
107975502911,"[6644, 39, 27]"
2498506563009096,"[4887, 16, 886]"
3447664070624840,"[87000, 304, 628]"
70637665866,"[41000, 51, 119]"
4158189644,"[29000, 68, 185]"
3347167825,"[18000, 40, 131]"
66380373587,"[8905, 535, 3656]"
56533084244,"[39000, 258, 674]"
92916556885,"[291000, 367, 192]"
3357771869,"[3511, 32, 1408]"
739332248840285,"[629, 19, 505]"
108362528349,"[55000, 106, 103]"
51846439520,"[11000, 17, 31]"
108369677917,"[968, 22, 287]"
5989273188,"[236000, 1998, 112]"
3505771117,"[9909, 171, 520]"
13495401069,"[5448, 42, 50]"
2189821311197806,"[14000, 171, 135]"
54276064882,"[8841, 63, 964]"
62111223410,"[57000, 100, 2376]"
1855589007753848,"[8205, 8, 31]"
1767662671115901,"[5268, 14, 470]"
4321385087,"[154000, 956, 538]"
3711579050227840,"[842, 3, 11]"
102432758920,"[8887, 41, 1052]"
57175688841,"[48000, 97, 201]"
1745646296760462,"[62000, 142, 266]"
2286603311785111,"[9476, 51, 632]"
50031322779,"[216, 16, 496]"
50509658790,"[16000, 42, 83]"
3514487324020392,"[6414, 9, 343]"
3482335406,"[65000, 193, 474]"
5481881266,"[98, 43, 121]"
54581992134,"[13000, 53, 605]"
6652508873,"[65000, 129, 66]"
3276182023049947,"[62000, 107, 657]"
81294219996,"[218, 8, 1204]"
111452637409,"[11000, 173, 516]"
4089784890821351,"[23000, 36, 50]"
3257203654147822,"[431, 1, 7]"
110762039025,"[28000, 46, 92]"
61555472133,"[34000, 164, 471]"
106373666053,"[833, 8, 34]"
975981347878672,"[2327, 7, 46]"
4103003110376724,"[39000, 433, 714]"
5493169433,"[54000, 61, 191]"
19553910554,"[19000, 170, 67]"
5135684388,"[10000, 45, 688]"
6874365222,"[1196, 44, 389]"
4076615149557044,"[59000, 203, 250]"
1381403483970366,"[214, 2, 114]"
52126030147,"[20000, 40, 404]"
58231093572,"[5318, 60, 43]"
52336639813,"[1913, 17, 557]"
1784215366,"[33000, 105, 588]"
4128150856,"[2051, 11, 318]"
2076326022623565,"[46000, 381, 4576]"
92333473103,"[1205, 15, 65]"
52784794964,"[281000, 2029, 2157]"
2831707992,"[1806, 13, 231]"
59828220254,"[40000, 467, 283]"
5414865758,"[4094, 22, 298]"
104287121763,"[2144, 17, 159]"
5845890916,"[428000, 752, 182]"
5546540917,"[18000, 117, 362]"
84475189114,"[21000, 68, 45]"
4266568378746748,"[11, 26, 105]"
62332008828,"[101000, 240, 50]"
50227267453,"[28000, 184, 870]"
50637582206,"[24000, 39, 33]"
6298653063,"[18000, 305, 768]"
52591336841,"[3334, 29, 307]"
85540874646,"[77000, 378, 2127]"
5920099737,"[3404, 15, 139]"
59079757212,"[47000, 526, 116]"
98499289518,"[30000, 30, 84]"
2801836975,"[38000, 1641, 494]"
5759868849,"[779, 27, 466]"
69643752892,"[2789, 11, 230]"
73121637308,"[1187, 4, 17]"
100719352764,"[31000, 345, 4995]"
61668588990,"[6054, 309, 40]"
4477648790908359,"[172, 1, 0]"
3770481614,"[297, 23, 15]"
94830851030,"[41, 0, 1]"
2950719191924183,"[40000, 303, 141]"
51132351964,"[383000, 4341, 4955]"
4249169378,"[28000, 72, 67]"
105124505060,"[30000, 665, 187]"
50075206628,"[66000, 320, 7]"
5853054954,"[417000, 2313, 299]"
85224411118,"[15000, 611, 2545]"
1816808319368687,"[20000, 30, 76]"
4363345905,"[193, 190, 2613]"
25856540150,"[49000, 121, 3922]"
4228605434,"[4147, 101, 83]"
50376628734,"[24000, 79, 112]"
51547119615,"[5346, 51, 718]"
