1209112358555656,"[29000, 58, 46]"
106265227272,"[9561, 55, 103]"
4252536787195915,"[1484, 54, 43]"
2286578716385292,"[189, 1, 7]"
54706337812,"[8255, 202, 304]"
4268619812,"[7626, 69, 261]"
59056357414,"[606, 15, 26]"
50375512106,"[34, 4, 288]"
4155805912008748,"[6892, 27, 207]"
4270130408206392,"[41, 0, 12]"
2405335184181316,"[3707, 20, 74]"
83872778313,"[12000, 62, 16]"
2757188085362763,"[2027, 119, 120]"
92458354767,"[263, 1, 53]"
63727439953,"[11000, 98, 4963]"
61112973412,"[10000, 40, 302]"
103355979877,"[1768, 65, 535]"
51641796714,"[19000, 98, 71]"
56245416042,"[21000, 86, 44]"
2123863487676524,"[963, 42, 33]"
10292750478,"[8697, 278, 200]"
6533726357,"[9675, 52, 152]"
4130227207544983,"[574, 1, 14]"
1632146549383336,"[498, 2, 1]"
98184089781,"[893, 17, 12]"
51190356152,"[199000, 363, 74]"
6706374846,"[41000, 82, 298]"
106485663934,"[6853, 1483, 3017]"
58623029442,"[7024, 61, 135]"
97810145481,"[17000, 81, 6]"
110191276237,"[1628, 14, 848]"
97601667278,"[7077, 12, 57]"
2778958042,"[252000, 2150, 114]"
111441465563,"[660, 40, 5]"
2351213568329956,"[0, 0, 0]"
108696881384,"[430, 12, 79]"
1864383449016558,"[11000, 33, 603]"
57798850798,"[15000, 53, 241]"
2762428655874296,"[13000, 222, 794]"
4142579921205499,"[7603, 33, 86]"
11581323517,"[34000, 113, 285]"
2410549046419711,"[23000, 632, 1961]"
111629754625,"[9636, 39, 1711]"
65693591810,"[2164, 18, 86]"
61317449987,"[0, 0, 39]"
104532855048,"[1161, 16, 86]"
3997457964085534,"[391, 2, 95]"
57056811311,"[50000, 111, 710]"
55878144307,"[28000, 121, 117]"
3465307430590772,"[530, 4, 8]"
4005079352,"[18000, 280, 640]"
16232331583,"[2931, 65, 50]"
50496250185,"[28000, 908, 787]"
64970514764,"[94000, 3205, 1467]"
59889566037,"[18000, 130, 79]"
61266231639,"[48, 13, 58]"
71920529764,"[523, 51, 200]"
201908262803832,"[17000, 175, 231]"
1789632113291655,"[9859, 7, 24]"
1654086568786311,"[25, 0, 0]"
50248765846,"[41000, 3038, 33]"
3153041306427803,"[10000, 25, 116]"
3301472669,"[27000, 154, 65]"
4208561005279645,"[2299, 123, 41]"
1667305553801632,"[12, 1, 8]"
5507582373,"[568, 46, 938]"
184314936426919,"[1399, 7, 3]"
103801137578,"[75, 10, 342]"
93186038188,"[9623, 81, 151]"
593339001340334,"[2543, 4, 21]"
101502323118,"[45, 12, 1]"
66052526513,"[6756, 65, 2671]"
110675132855,"[611, 29, 9]"
369037332976056,"[521, 1, 15]"
20849932736,"[1259, 27, 481]"
62442308036,"[290, 13, 102]"
4460085610289604,"[10, 0, 0]"
104643348935,"[6963, 26, 209]"
1855566653438411,"[87, 1, 10]"
111221969356,"[3735, 23, 45]"
2862731815555556,"[791, 7, 67]"
51699374572,"[3961, 21, 609]"
2907556629977581,"[275, 8, 4]"
74916823539,"[56000, 116, 18]"
862495732142583,"[13, 4, 0]"
108196798970,"[219000, 1417, 0]"
3123071296481790,"[2, 0, 29]"
817629749588478,"[6838, 31, 384]"
5559329292,"[302, 8, 21]"
73945080349,"[52000, 134, 151]"
1516976607605278,"[3707, 7, 5]"
67765002784,"[2230, 28, 2000]"
39224359256611,"[9495, 65, 78]"
59152478757,"[110, 11, 79]"
946012737245735,"[101, 2, 0]"
82156671532,"[33000, 325, 522]"
2440505412293166,"[9005, 9, 75]"
1645292915794493,"[71, 173, 31]"
6324863549,"[1885, 15, 141]"
23557458496,"[23000, 172, 439]"
109720965706,"[2089, 2, 3]"
87622634072,"[4920, 35, 86]"
4266520205857371,"[20, 0, 3]"
108804926046,"[1660, 9, 7]"
54745225827,"[4772, 79, 1509]"
3174978837551716,"[0, 16, 0]"
76319038056,"[83000, 4018, 354]"
92616610413,"[1142, 18, 82]"
93053559410,"[35000, 60, 67]"
5780081269,"[8655, 144, 893]"
321478760340093,"[15000, 165, 689]"
593330006405772,"[9777, 31, 65]"
1516961866713741,"[105000, 9032, 4372]"
642587809024655,"[147, 59, 16]"
58999335573,"[14000, 204, 3104]"
92341465752,"[14000, 219, 2933]"
246755389092507,"[4884, 521, 5]"
52204845725,"[931, 41, 82]"
2207412915276446,"[11000, 97, 233]"
3104671235582631,"[981, 0, 5]"
2581270922799790,"[3410, 335, 520]"
4495237477579453,"[86, 0, 10]"
743738217339598,"[48000, 1408, 300]"
16603265742,"[25000, 486, 182]"
63179285202,"[780, 26, 171]"
105146612454,"[693, 25, 140]"
104600404711,"[221, 30, 0]"
993557711692520,"[13000, 116, 300]"
3531827944,"[5360, 100, 553]"
95870980862,"[11000, 198, 209]"
1025211472812815,"[18, 13, 202]"
6133861141,"[105000, 1206, 617]"
104542178073,"[164000, 1542, 201]"
3743190098909996,"[8973, 2, 7]"
2858332544580408,"[16000, 56, 124]"
4147012917009224,"[3576, 16, 93]"
62511444809,"[20000, 171, 1008]"
6463171404,"[16000, 153, 402]"
874812462084941,"[75, 1, 15]"
110954744654,"[10000, 172, 4]"
93041247053,"[15000, 23, 60]"
51211297614,"[1388, 48, 6]"
105207030612,"[81, 19, 29]"
5767365461,"[12000, 93, 458]"
6630789981,"[94000, 154, 113]"
2922122083,"[10000, 146, 121]"
6502910834,"[7487, 35, 83]"
100986129274,"[17000, 37, 284]"
64038630268,"[4528, 75, 3399]"
107790787464,"[29000, 80, 134]"
4538717065,"[3895, 45, 178]"
3923507708175244,"[18000, 78, 31]"
91697367952,"[18000, 127, 276]"
6019935123,"[33000, 172, 567]"
3391320739294108,"[967, 13, 55]"
3021113151202205,"[1528, 382, 127]"
108827732909,"[4384, 10, 539]"
5568895917,"[12000, 87, 363]"
615369422975917,"[47000, 32, 41]"
97883325365,"[11000, 145, 1669]"
1068332300641211,"[2532, 7, 27]"
3527656560659390,"[2890, 1994, 6]"
111581803461,"[24000, 49, 234]"
3865479169455048,"[110000, 42000, 33]"
59983762380,"[10000, 9, 16]"
430608019360718,"[5354, 13, 67]"
71897977814,"[16000, 434, 372]"
4164575112203223,"[5687, 52, 377]"
110449699809,"[2057, 28, 47]"
3779214314,"[9737, 37, 19]"
15582135283,"[2305, 34, 29]"
5474356211,"[2366, 85, 49]"
1783964666,"[2596, 197, 5000]"
2365773723206652,"[1152, 3, 11]"
1222279123964926,"[461, 1, 8]"
540612800021511,"[30, 2, 45]"
2528532562971659,"[221, 9, 11]"
5424317457,"[12000, 45, 1197]"
2423783272485912,"[5, 0, 1]"
62436049945,"[3121, 10, 9]"
86811124762,"[5440, 21, 31]"
97811260443,"[7599, 18, 24]"
102881834015,"[1945, 192, 173]"
6074616900,"[23, 59, 0]"
1513348111875149,"[6852, 48, 116]"
93724939348,"[38000, 410, 89]"
99169698902,"[30000, 4225, 1093]"
4248115499244632,"[6483, 10, 50]"
68698401884,"[20000, 333, 1092]"
251113199121501,"[183, 10, 13]"
101968307301,"[7662, 64, 122]"
2940044390,"[1246, 36, 113]"
4037110912,"[922, 82, 181]"
4054623571149959,"[1929, 102, 84]"
5729666190,"[14000, 96, 640]"
149141453280399,"[640000, 5017, 1006]"
9872321684,"[338, 15, 149]"
5800615073,"[231, 59, 59]"
4388822182,"[648, 78, 160]"
64798020776,"[3655, 52, 255]"
4190989244173480,"[77000, 589, 291]"
111507709099,"[49000, 8416, 2503]"
1236325980447918,"[3757, 4, 18]"
2225823897885883,"[11000, 128, 127]"
6407902406,"[9071, 45, 143]"
23841367242,"[42, 10, 196]"
